train_number,train_name,station_name,departure,source,destination,created_at
74709,Mahbubnagar CITY KAYANKULAM JN Passenger,Gandhidham CITY,00:58:00,Mahbubnagar CITY,KAYANKULAM JN,2024-09-21 21:11:54.016402
57075,DAHANU ROAD Rohtak TERMINUS Intercity,Dehri ROAD,15:07:00,DAHANU ROAD,Rohtak TERMINUS,2024-11-02 21:11:54.016402
86920,CHANDIGARH MUMBAI DADAR CENTRAL Mail,North Dumdum TERMINUS,11:01:00,CHANDIGARH,MUMBAI DADAR CENTRAL,2024-06-08 21:11:54.016402
86928,MERTA ROAD JN SHAMLI Duronto,NANGAL DAM,23:53:00,MERTA ROAD JN,SHAMLI,2025-01-05 21:11:54.016402
28846,ATARI MEDCHAL Passenger,KOLKATA SEALDAH,12:06:00,ATARI,MEDCHAL,2024-07-27 21:11:54.016402
65638,ACHALPUR PANIPAT JN Intercity,JHAJHA,15:59:00,ACHALPUR,PANIPAT JN,2024-12-09 21:11:54.016402
82158,PULGAON JN WARDHA JN Mail,MORADABAD,12:08:00,PULGAON JN,WARDHA JN,2024-07-30 21:11:54.016402
80751,VAPI HATHRAS JN Shatabdi,MALDA TOWN,20:07:00,VAPI,HATHRAS JN,2024-12-29 21:11:54.016402
42450,SHAHGANJ JN Miryalaguda JN Rajdhani,JAMNAGAR,09:53:00,SHAHGANJ JN,Miryalaguda JN,2025-04-10 21:11:54.016402
78718,JAIJON DOABA Kumbakonam CITY MMTS,Shahjahanpur CITY,02:13:00,JAIJON DOABA,Kumbakonam CITY,2024-08-23 21:11:54.016402
89419,Alwar CENTRAL TIRUTURAIPUDI JUNCTION Shatabdi,Alappuzha TERMINUS,06:01:00,Alwar CENTRAL,TIRUTURAIPUDI JUNCTION,2024-10-02 21:11:54.016402
74436,UDAIPUR CITY KHURDA ROAD JN Rajdhani,RAGHUNATHPUR,10:33:00,UDAIPUR CITY,KHURDA ROAD JN,2024-06-25 21:11:54.016402
67794,Tirupati ROAD GANDHIDHAM BG Shatabdi,Ratlam CITY,21:48:00,Tirupati ROAD,GANDHIDHAM BG,2025-02-21 21:11:54.016402
44125,TIRUCHENDUR DILDARNAGAR JN Shatabdi,MEMARI,08:49:00,TIRUCHENDUR,DILDARNAGAR JN,2024-10-08 21:11:54.016402
73745,DAMOH Ambattur CITY Express,DHURI JN,21:24:00,DAMOH,Ambattur CITY,2024-12-26 21:11:54.016402
85737,TIKUNIA MAHBUBNAGAR MMTS,MODASA,06:30:00,TIKUNIA,MAHBUBNAGAR,2024-10-31 21:11:54.016402
45247,BHOPAL JN KOSI KALAN Shatabdi,Farrukhabad JN,04:55:00,BHOPAL JN,KOSI KALAN,2024-05-06 21:11:54.016402
55036,Nagercoil TERMINUS SAHIBGANJ JN MMTS,NILAMBUR ROAD,15:26:00,Nagercoil TERMINUS,SAHIBGANJ JN,2024-11-17 21:11:54.016402
75288,Fatehpur CITY KAKINADA PORT Local,Sambhal CENTRAL,17:09:00,Fatehpur CITY,KAKINADA PORT,2024-06-28 21:11:54.016402
83529,BAIRGANIA JETALSAR JN Superfast,NANDOL DEHEGAM,16:47:00,BAIRGANIA,JETALSAR JN,2024-08-19 21:11:54.016402
13948,HANUMANGARH JN UNCHAHAR JUNCTION Local,NEW COOCH BEHAR,02:35:00,HANUMANGARH JN,UNCHAHAR JUNCTION,2025-03-18 21:11:54.016402
90684,RAMESWARAM BARI MMTS,MOTI KORAL,15:20:00,RAMESWARAM,BARI,2025-04-16 21:11:54.016402
17093,KARJAT SAMASTIPUR JN Rajdhani,BAIRGANIA,17:22:00,KARJAT,SAMASTIPUR JN,2024-08-24 21:11:54.016402
34267,TIRUMALPUR BHAVNAGAR TERMINUS Local,PONNERI,07:07:00,TIRUMALPUR,BHAVNAGAR TERMINUS,2024-10-03 21:11:54.016402
78556,SHIMLA BURHWAL Shatabdi,IGATPURI,06:09:00,SHIMLA,BURHWAL,2024-12-29 21:11:54.016402
34870,DANKUNI SATNA Duronto,WAGHAI,23:40:00,DANKUNI,SATNA,2025-04-16 21:11:54.016402
29322,BIHARIGANJ HUBLI JN Local,GHAZIABAD,05:46:00,BIHARIGANJ,HUBLI JN,2025-02-05 21:11:54.016402
57182,MAILANI Bongaigaon TERMINUS Duronto,S M V D KATRA,11:05:00,MAILANI,Bongaigaon TERMINUS,2025-03-27 21:11:54.016402
24932,HAPUR LAL KUAN Passenger,BANSPANI,08:36:00,HAPUR,LAL KUAN,2025-01-02 21:11:54.016402
34726,RAMTEK Durgapur JN Duronto,RAMTEK,22:35:00,RAMTEK,Durgapur JN,2024-09-09 21:11:54.016402
75726,GEDE BIKANER JN Express,JAMNAGAR,17:49:00,GEDE,BIKANER JN,2024-12-07 21:11:54.016402
67402,MADGAON RAGHUNATHPUR Intercity,HARIDWAR JN,15:23:00,MADGAON,RAGHUNATHPUR,2024-10-22 21:11:54.016402
60317,SONPUR JN BANKURA Superfast,KAKINADA TOWN,16:19:00,SONPUR JN,BANKURA,2024-06-29 21:11:54.016402
71542,BARAUNI JN MEERUT CANT MMTS,BUDHMA,07:54:00,BARAUNI JN,MEERUT CANT,2024-10-18 21:11:54.016402
59364,MARIKUPPAM LALGOLA Intercity,UJJAIN JN,16:11:00,MARIKUPPAM,LALGOLA,2024-10-02 21:11:54.016402
91304,SHAHJEHANPUR MAHOBA Rajdhani,PRATAPNAGAR,20:29:00,SHAHJEHANPUR,MAHOBA,2024-09-19 21:11:54.016402
41975,RAJGIR NAGERCOIL JN MMTS,SIKAR JUNCTION,09:14:00,RAJGIR,NAGERCOIL JN,2025-03-16 21:11:54.016402
28184,Kishanganj ROAD BHUBANESWAR Local,JIRIBAM,18:49:00,Kishanganj ROAD,BHUBANESWAR,2024-05-29 21:11:54.016402
87309,KISHANGANJ YAMUNA BRIDGE AGRA Passenger,ERNAKULAM JN,11:46:00,KISHANGANJ,YAMUNA BRIDGE AGRA,2024-08-18 21:11:54.016402
65004,BULANDSHAHR TIRUVALLUR Intercity,Chinsurah CENTRAL,22:26:00,BULANDSHAHR,TIRUVALLUR,2024-12-26 21:11:54.016402
56438,BHARATPUR JN AVADI MMTS,TARAKESWAR,18:33:00,BHARATPUR JN,AVADI,2025-01-25 21:11:54.016402
10147,NANDOL DEHEGAM Chandigarh ROAD Passenger,KURSEONG,04:30:00,NANDOL DEHEGAM,Chandigarh ROAD,2024-10-05 21:11:54.016402
30678,Amaravati JN MANUGURU Intercity,GUNTUR JN,12:38:00,Amaravati JN,MANUGURU,2024-07-26 21:11:54.016402
78446,RANUJ KOLKATA SHALIMAR Local,TARIGHAT,09:10:00,RANUJ,KOLKATA SHALIMAR,2024-05-14 21:11:54.016402
16106,DANKUNI UNA HIMACHAL MMTS,MARIKUPPAM,18:52:00,DANKUNI,UNA HIMACHAL,2024-04-23 21:11:54.016402
27834,VIRAR NADIKODE Superfast,BIHARIGANJ,12:34:00,VIRAR,NADIKODE,2025-04-19 21:11:54.016402
78377,Mira-Bhayandar JN LALGOLA MMTS,UMARPADA,01:10:00,Mira-Bhayandar JN,LALGOLA,2024-08-09 21:11:54.016402
65261,BIHARIGANJ UJJAIN JN Superfast,KODINAR,18:32:00,BIHARIGANJ,UJJAIN JN,2024-11-10 21:11:54.016402
31658,MURLIGANJ ANAND NAGAR Rajdhani,Gangtok JN,09:32:00,MURLIGANJ,ANAND NAGAR,2024-05-24 21:11:54.016402
14909,HOSHIARPUR FIROZPUR CANT Passenger,BETUL,22:19:00,HOSHIARPUR,FIROZPUR CANT,2024-09-12 21:11:54.016402
53151,GUNTAKAL JN Secunderabad CITY Rajdhani,SONARPUR JUNCTION,01:19:00,GUNTAKAL JN,Secunderabad CITY,2025-01-29 21:11:54.016402
71892,PRAYAG SALEM JN Rajdhani,Bhubaneswar CENTRAL,11:38:00,PRAYAG,SALEM JN,2025-04-02 21:11:54.017402
74516,DEGANA JN MUMBAI CST MMTS,HAPA,00:48:00,DEGANA JN,MUMBAI CST,2024-11-02 21:11:54.017402
46212,DHACA CANTT. KOLKATA SEALDAH Shatabdi,KARAIKKUDI JUNCTION,18:18:00,DHACA CANTT.,KOLKATA SEALDAH,2024-09-13 21:11:54.017402
16482,Shimoga CITY BHANVAD MMTS,DIGHA FLAG STATION,06:40:00,Shimoga CITY,BHANVAD,2025-04-04 21:11:54.017402
77760,BIJAPUR JOLARPETTAI Passenger,DELVADA,06:58:00,BIJAPUR,JOLARPETTAI,2024-11-11 21:11:54.017402
48838,Aurangabad ROAD MIRZAPALI MMTS,RAMESWARAM,13:42:00,Aurangabad ROAD,MIRZAPALI,2024-08-24 21:11:54.017402
72877,MARIKUPPAM ROURKELA Mail,KAMAREDDI,08:35:00,MARIKUPPAM,ROURKELA,2025-04-04 21:11:54.017402
27436,Kalyan-Dombivli JN Chinsurah JN MMTS,HISAR,07:33:00,Kalyan-Dombivli JN,Chinsurah JN,2024-07-14 21:11:54.017402
51846,MAVLI JN Aligarh TERMINUS Superfast,PANIPAT JN,09:51:00,MAVLI JN,Aligarh TERMINUS,2024-04-29 21:11:54.017402
38527,CHENNAI EGMORE DELHI H NIZAMUDDIN MMTS,Ambarnath ROAD,18:58:00,CHENNAI EGMORE,DELHI H NIZAMUDDIN,2025-03-29 21:11:54.017402
37907,DHAULPUR MANDAR HILL Local,UMARPADA,12:18:00,DHAULPUR,MANDAR HILL,2024-06-14 21:11:54.017402
75522,BHOJUDIH JUNCTION DHANBAD JN Rajdhani,VILLUPURAM JN,10:21:00,BHOJUDIH JUNCTION,DHANBAD JN,2024-08-06 21:11:54.017402
61727,Bidar TERMINUS PACHORA JN Passenger,SIRMUTTRA,22:47:00,Bidar TERMINUS,PACHORA JN,2024-11-08 21:11:54.017402
92358,Anantapur JN BIRAMITRAPUR Intercity,COONOOR,11:48:00,Anantapur JN,BIRAMITRAPUR,2024-11-28 21:11:54.017402
82140,Patiala CENTRAL Chennai CITY Mail,KHAJURAHO,07:39:00,Patiala CENTRAL,Chennai CITY,2024-10-28 21:11:54.017402
78016,MUMBAI DADAR WEST PUNALUR Rajdhani,Farrukhabad ROAD,12:35:00,MUMBAI DADAR WEST,PUNALUR,2025-01-27 21:11:54.017402
66306,HALDIBARI UDAIPUR CITY MMTS,Karimnagar JN,08:59:00,HALDIBARI,UDAIPUR CITY,2024-10-03 21:11:54.017402
93618,GANDHINAGAR CAPITAL MIYAGAM KARJAN Mail,Madurai ROAD,06:50:00,GANDHINAGAR CAPITAL,MIYAGAM KARJAN,2025-03-07 21:11:54.017402
43138,Bangalore JN HALDIBARI Duronto,Jaunpur ROAD,10:10:00,Bangalore JN,HALDIBARI,2024-06-25 21:11:54.017402
93786,LALGARH JN JOGBANI Duronto,JAKHAL JN,05:36:00,LALGARH JN,JOGBANI,2024-12-09 21:11:54.017402
20776,MACHILIPATNAM Sikar JN Rajdhani,TANTPUR,23:27:00,MACHILIPATNAM,Sikar JN,2025-04-16 21:11:54.017402
76350,CHANDIA ROAD AGRA FORT MMTS,TINPAHAR JN,10:14:00,CHANDIA ROAD,AGRA FORT,2024-10-04 21:11:54.017402
93222,BALURGHAT BANKA Local,SAHARSA JN,01:04:00,BALURGHAT,BANKA,2025-02-23 21:11:54.017402
92780,DANAPUR CASTLE ROCK Express,AURANGABAD,05:34:00,DANAPUR,CASTLE ROCK,2024-12-01 21:11:54.017402
78355,Mehsana ROAD SENGOTTAI Superfast,YESVANTPUR JN,17:01:00,Mehsana ROAD,SENGOTTAI,2025-04-04 21:11:54.017402
30214,Agra JN CHANDOD MMTS,ARVI,18:03:00,Agra JN,CHANDOD,2025-03-17 21:11:54.017402
17878,DHAMTARI Gulbarga CENTRAL Shatabdi,VERAVAL,17:11:00,DHAMTARI,Gulbarga CENTRAL,2025-03-11 21:11:54.017402
30972,ADRA JN JAISALMER Intercity,Kishanganj ROAD,22:52:00,ADRA JN,JAISALMER,2024-08-27 21:11:54.017402
75897,NIMACH CHANDIGARH Duronto,TRIVANDRUM CENTRAL,02:52:00,NIMACH,CHANDIGARH,2025-01-29 21:11:54.017402
74934,Hazaribagh ROAD PRAYAG Express,Berhampore JN,04:58:00,Hazaribagh ROAD,PRAYAG,2024-08-27 21:11:54.017402
75824,KASHIPUR BAGALKOT Duronto,SULLURUPETA,10:33:00,KASHIPUR,BAGALKOT,2025-04-03 21:11:54.017402
74992,ANAND JN SIRSA Mail,BUXAR,01:40:00,ANAND JN,SIRSA,2025-02-23 21:11:54.017402
91178,PATHANKOT DANKUNI Intercity,MUMBAI DADAR CENTRAL,14:06:00,PATHANKOT,DANKUNI,2024-07-21 21:11:54.017402
79529,JABALPUR ERODE JN Local,VADTAL SWAMINARAYAN,08:36:00,JABALPUR,ERODE JN,2025-04-14 21:11:54.017402
80587,AMRAVATI KOTA JN Passenger,CHANDAUSI JN,11:45:00,AMRAVATI,KOTA JN,2024-06-05 21:11:54.017402
80542,WAGHAI DAURAM MADHEPURA Superfast,CHALISGAON JN,11:54:00,WAGHAI,DAURAM MADHEPURA,2024-12-17 21:11:54.017402
43515,ISLAMPUR MURTAJAPUR Rajdhani,PORBANDAR,03:29:00,ISLAMPUR,MURTAJAPUR,2025-03-06 21:11:54.017402
14963,ALIPUR DUAR JN KABAKAPUTTUR MMTS,SALEMPUR JN,00:47:00,ALIPUR DUAR JN,KABAKAPUTTUR,2025-02-16 21:11:54.017402
10610,KATNI JALANDHAR CITY Shatabdi,Srinagar CITY,07:29:00,KATNI,JALANDHAR CITY,2024-08-04 21:11:54.017402
69094,PONNERI Ambarnath JN MMTS,Nanded CITY,21:51:00,PONNERI,Ambarnath JN,2025-04-02 21:11:54.017402
58508,MADURAI JN LOHARU Express,KOTDWARA,17:05:00,MADURAI JN,LOHARU,2025-01-18 21:11:54.017402
90781,MEMARI DULLABCHERRA MMTS,JHARGRAM,11:32:00,MEMARI,DULLABCHERRA,2025-04-08 21:11:54.017402
95210,MATHERAN BHIMAVARAM JUNCTION Shatabdi,MANDLA FORT,05:26:00,MATHERAN,BHIMAVARAM JUNCTION,2025-03-28 21:11:54.017402
60524,Berhampur CENTRAL Shimla JN MMTS,HAPA,08:45:00,Berhampur CENTRAL,Shimla JN,2025-04-23 21:11:54.017402
42631,KHANDWA HUBLI JN Superfast,SHRI GANGANAGAR,18:01:00,KHANDWA,HUBLI JN,2024-07-17 21:11:54.017402
57784,CHITRADURG BANSPANI Mail,KHANDWA,03:03:00,CHITRADURG,BANSPANI,2024-11-18 21:11:54.017402
29836,KAMAREDDI HOSPET JN Superfast,KORBA,06:18:00,KAMAREDDI,HOSPET JN,2024-06-24 21:11:54.017402
75454,RATANGARH JUNCTION BARI SADRI MMTS,COONOOR,16:58:00,RATANGARH JUNCTION,BARI SADRI,2024-10-03 21:11:54.017402
75537,SONPUR JN SITAMARHI JN Shatabdi,SURAT,09:43:00,SONPUR JN,SITAMARHI JN,2025-03-07 21:11:54.017402
52794,MANKAPUR JN SAUGOR MMTS,MANIHARI,09:00:00,MANKAPUR JN,SAUGOR,2024-06-26 21:11:54.018402
83385,CHITTAURGARH Barasat ROAD Express,Mumbai JN,06:52:00,CHITTAURGARH,Barasat ROAD,2025-04-05 21:11:54.018402
47201,DIMAPUR RANCHI Express,GHAZIABAD,03:06:00,DIMAPUR,RANCHI,2024-04-30 21:11:54.018402
16931,Amaravati JN Agra CITY Local,KURUKSHETRA JN,15:32:00,Amaravati JN,Agra CITY,2024-08-28 21:11:54.018402
26531,KIUL JN Begusarai CITY Superfast,BAIDYANATHDHAM DEOGHAR,05:42:00,KIUL JN,Begusarai CITY,2024-11-11 21:11:54.018402
74591,RISHIKESH NEW FARAKKA JN Mail,HOWRAH JN,05:06:00,RISHIKESH,NEW FARAKKA JN,2024-11-13 21:11:54.018402
54139,GWALIOR NG S M V D KATRA Duronto,RAJENDRA NAGAR BIHAR,21:42:00,GWALIOR NG,S M V D KATRA,2025-02-11 21:11:54.018402
99314,RAJIM SIRSA Express,DELHI H NIZAMUDDIN,04:38:00,RAJIM,SIRSA,2025-02-28 21:11:54.018402
16633,DEVANHALLI SENGOTTAI Intercity,SHIMLA,03:38:00,DEVANHALLI,SENGOTTAI,2025-01-01 21:11:54.018402
75272,KENDUJHARGARH BAIDYANATHDHAM DEOGHAR Rajdhani,UNCHAHAR JUNCTION,18:40:00,KENDUJHARGARH,BAIDYANATHDHAM DEOGHAR,2024-09-03 21:11:54.018402
26308,Bidhannagar CENTRAL MUZAFFARPUR JN Rajdhani,MATHERAN,08:47:00,Bidhannagar CENTRAL,MUZAFFARPUR JN,2024-12-12 21:11:54.018402
67413,GUA Asansol CITY Express,COONOOR,15:10:00,GUA,Asansol CITY,2025-01-10 21:11:54.018402
65535,SATARA BIRAMITRAPUR Superfast,Bhimavaram JN,12:52:00,SATARA,BIRAMITRAPUR,2024-06-07 21:11:54.018402
93036,RAMESWARAM RAJKOT JN Shatabdi,KARIMGANJ JUNCTION,01:41:00,RAMESWARAM,RAJKOT JN,2024-08-30 21:11:54.018402
26833,SABALGARH Bharatpur ROAD Passenger,MANDLA FORT,01:19:00,SABALGARH,Bharatpur ROAD,2024-06-18 21:11:54.018402
43771,VELLORE CANT KAMAREDDI Express,RANCHI,19:53:00,VELLORE CANT,KAMAREDDI,2025-04-05 21:11:54.018402
89092,ISLAMPUR SILCHAR Rajdhani,NARASAPUR,00:02:00,ISLAMPUR,SILCHAR,2024-04-30 21:11:54.018402
43364,MANIHARI MIYAGAM KARJAN Passenger,SHAHJAHANPUR,08:30:00,MANIHARI,MIYAGAM KARJAN,2024-10-27 21:11:54.018402
40426,MEERUT CANT CHURU Passenger,DEHRADUN,10:21:00,MEERUT CANT,CHURU,2025-02-12 21:11:54.018402
42903,WAGHAI GUWAHATI Duronto,FAKIRAGRAM JN,09:25:00,WAGHAI,GUWAHATI,2024-12-07 21:11:54.018402
37510,SULLURUPETA Kishanganj ROAD Rajdhani,TIRUCHENDUR,00:12:00,SULLURUPETA,Kishanganj ROAD,2024-12-26 21:11:54.018402
65799,PARTAPGARH JN BHADRACHALAM ROAD Express,SITAPUR CANT,19:53:00,PARTAPGARH JN,BHADRACHALAM ROAD,2024-12-20 21:11:54.018402
88426,JHARSUGUDA JN PULGAON JN Intercity,AKOLA JN,01:24:00,JHARSUGUDA JN,PULGAON JN,2024-05-19 21:11:54.018402
75562,DALLI RAJHARA KOCHUVELI Duronto,VERAVAL,03:57:00,DALLI RAJHARA,KOCHUVELI,2024-07-16 21:11:54.018402
53806,ADRA JN VRIDHACHALAM JN Passenger,Karaikudi TERMINUS,13:46:00,ADRA JN,VRIDHACHALAM JN,2024-12-07 21:11:54.018402
93114,Aligarh CITY BALLIA Superfast,Nanded JN,17:12:00,Aligarh CITY,BALLIA,2024-10-10 21:11:54.018402
46258,ANUPGARH PALIA KALAN Intercity,WADSA,03:54:00,ANUPGARH,PALIA KALAN,2025-02-03 21:11:54.018402
86023,BIHARIGANJ SATYA SAI P NILAYAM Shatabdi,GOOTY JN,02:09:00,BIHARIGANJ,SATYA SAI P NILAYAM,2025-04-07 21:11:54.018402
91622,GWALIOR JN RAIPUR JN Rajdhani,JHARSUGUDA JN,13:36:00,GWALIOR JN,RAIPUR JN,2024-09-15 21:11:54.018402
23527,KAMAKHYA Bathinda ROAD Superfast,JAIPUR,12:21:00,KAMAKHYA,Bathinda ROAD,2024-07-21 21:11:54.018402
69479,Madhyamgram JN BOTAD JN Local,NANDOL DEHEGAM,20:27:00,Madhyamgram JN,BOTAD JN,2025-01-18 21:11:54.018402
43686,AHMEDABAD JN BITRAGUNTA Mail,Jalandhar JN,05:08:00,AHMEDABAD JN,BITRAGUNTA,2025-04-02 21:11:54.018402
53514,PUNALUR RISHIKESH Mail,ACHHNERA JN,03:51:00,PUNALUR,RISHIKESH,2024-11-11 21:11:54.018402
45541,JAMNAGAR UNCHAHAR JUNCTION Superfast,BHIMAVARAM JUNCTION,12:28:00,JAMNAGAR,UNCHAHAR JUNCTION,2024-05-07 21:11:54.018402
48801,KENDUJHARGARH Jammu TERMINUS Intercity,SONPUR JN,19:35:00,KENDUJHARGARH,Jammu TERMINUS,2024-09-16 21:11:54.018402
72768,SITAPUR CANT ARVI Superfast,YESVANTPUR JN,20:53:00,SITAPUR CANT,ARVI,2025-03-27 21:11:54.018402
60418,Etawah TERMINUS Kharagpur TERMINUS Duronto,VIRAMGAM JN,00:19:00,Etawah TERMINUS,Kharagpur TERMINUS,2024-09-07 21:11:54.018402
76316,LALGARH JN Patna ROAD Local,SIRPUR TOWN,20:32:00,LALGARH JN,Patna ROAD,2024-09-19 21:11:54.018402
88410,Gopalpur CENTRAL NAJIBABAD JN Express,BAPUDHAM MOTIHARI,20:27:00,Gopalpur CENTRAL,NAJIBABAD JN,2025-01-02 21:11:54.018402
71161,SILIGURI JN CHALISGAON JN Duronto,SULTANPUR,02:47:00,SILIGURI JN,CHALISGAON JN,2024-07-29 21:11:54.018402
24836,MEDCHAL LOHARU MMTS,KANPUR CENTRAL,15:57:00,MEDCHAL,LOHARU,2025-03-15 21:11:54.018402
75426,THIRUVARUR JN GUNTAKAL JN Rajdhani,SHIKOHABAD JN,12:09:00,THIRUVARUR JN,GUNTAKAL JN,2024-12-17 21:11:54.018402
85788,ANUPGARH TIRUCHENDUR Intercity,Sagar JN,19:33:00,ANUPGARH,TIRUCHENDUR,2024-07-24 21:11:54.018402
42927,Bally JN DHANBAD JN Shatabdi,MEMARI,05:30:00,Bally JN,DHANBAD JN,2024-11-19 21:11:54.018402
57776,SONPUR JN BHAGALPUR Rajdhani,SHIMLA,11:31:00,SONPUR JN,BHAGALPUR,2024-11-05 21:11:54.018402
93997,SONARPUR JUNCTION Jammu CENTRAL Shatabdi,Thrissur TERMINUS,02:12:00,SONARPUR JUNCTION,Jammu CENTRAL,2024-12-19 21:11:54.018402
35805,BHIMAVARAM JUNCTION Dhule ROAD Express,KHED BRAHMA,08:33:00,BHIMAVARAM JUNCTION,Dhule ROAD,2025-03-01 21:11:54.018402
39925,YAMUNA BRIDGE AGRA SILGHAT TOWN Rajdhani,LAL KUAN,14:21:00,YAMUNA BRIDGE AGRA,SILGHAT TOWN,2025-03-16 21:11:54.018402
86643,Vijayawada TERMINUS RAGHURAJ SINGH Duronto,TUNDLA JN,21:29:00,Vijayawada TERMINUS,RAGHURAJ SINGH,2024-09-20 21:11:54.018402
31816,Kharagpur ROAD RAIPUR JN Local,CHANDRAPURA,13:24:00,Kharagpur ROAD,RAIPUR JN,2025-01-14 21:11:54.018402
98088,MARIANI JN HATHRAS KILA Mail,Chinsurah CENTRAL,13:38:00,MARIANI JN,HATHRAS KILA,2025-01-13 21:11:54.018402
98923,BALAGHAT JUNCTION Ambattur TERMINUS MMTS,LOHARDAGA,05:54:00,BALAGHAT JUNCTION,Ambattur TERMINUS,2025-03-13 21:11:54.018402
19454,KARIMGANJ JUNCTION AUNRIHAR JN Passenger,DEGANA JN,00:43:00,KARIMGANJ JUNCTION,AUNRIHAR JN,2024-07-28 21:11:54.018402
85029,TIKUNIA ADARSH NAGAR DELHI Mail,SITAPUR CANT,21:48:00,TIKUNIA,ADARSH NAGAR DELHI,2025-03-14 21:11:54.018402
18919,Kulti ROAD BHADRACHALAM ROAD Duronto,DHULE,05:22:00,Kulti ROAD,BHADRACHALAM ROAD,2025-04-13 21:11:54.018402
88686,RANCHI Bijapur CENTRAL Superfast,JETALSAR JN,14:11:00,RANCHI,Bijapur CENTRAL,2025-04-13 21:11:54.018402
42554,BHUJ BHAGALPUR Shatabdi,KOTDWARA,23:34:00,BHUJ,BHAGALPUR,2024-05-15 21:11:54.018402
28587,BRAHMAPUR NAJIBABAD JN Passenger,SHAHGANJ JN,08:15:00,BRAHMAPUR,NAJIBABAD JN,2024-07-16 21:11:54.018402
89146,YAVATMAL NAJIBABAD JN Intercity,PATIALA,14:53:00,YAVATMAL,NAJIBABAD JN,2025-04-10 21:11:54.018402
43998,Srikakulam TERMINUS CHIRMIRI Superfast,Mangalore ROAD,03:00:00,Srikakulam TERMINUS,CHIRMIRI,2024-11-23 21:11:54.018402
95656,HAJIPUR JN BETUL Intercity,SECUNDERABAD JN,20:36:00,HAJIPUR JN,BETUL,2024-10-25 21:11:54.018402
36791,FARUKHNAGAR AGARTALA Superfast,LAL KUAN,23:07:00,FARUKHNAGAR,AGARTALA,2024-07-24 21:11:54.018402
22809,BALHARSHAH FIROZPUR CANT MMTS,VELLORE CANT,00:28:00,BALHARSHAH,FIROZPUR CANT,2025-04-12 21:11:54.018402
29427,UDHAMPUR UDAGAMANDALAM Mail,RANCHI,13:17:00,UDHAMPUR,UDAGAMANDALAM,2024-07-07 21:11:54.018402
84447,PIPAR ROAD JN Bharatpur JN Express,TUMKUR,05:59:00,PIPAR ROAD JN,Bharatpur JN,2025-02-18 21:11:54.018402
94666,TARAKESWAR KOZHIKODE Shatabdi,BHARUCH JN,15:48:00,TARAKESWAR,KOZHIKODE,2025-04-17 21:11:54.018402
27081,MURLIGANJ LOHARDAGA Intercity,DORNAKAL JN,10:32:00,MURLIGANJ,LOHARDAGA,2024-07-18 21:11:54.018402
96044,KESINGA Mira-Bhayandar JN Rajdhani,Mira-Bhayandar CENTRAL,05:11:00,KESINGA,Mira-Bhayandar JN,2024-12-04 21:11:54.018402
48929,BANDA JN CHHAPRA Superfast,KHIJADIYA JUNCTION,18:00:00,BANDA JN,CHHAPRA,2025-03-24 21:11:54.018402
20456,GOMOH JN RAICHUR Duronto,HAPA,09:09:00,GOMOH JN,RAICHUR,2024-09-29 21:11:54.018402
16603,Sagar ROAD BHANVAD Duronto,DELHI SARAI ROHILLA,21:23:00,Sagar ROAD,BHANVAD,2024-12-19 21:11:54.018402
27724,TENALI JN SHIMLA Shatabdi,SURATGARH JN,02:53:00,TENALI JN,SHIMLA,2024-11-22 21:11:54.018402
24143,SADULPUR JUNCTION TUMSAR ROAD Superfast,SIKAR JUNCTION,16:48:00,SADULPUR JUNCTION,TUMSAR ROAD,2024-08-10 21:11:54.018402
65727,RAGHURAJ SINGH CHURU Duronto,SHAKURBASTI,19:47:00,RAGHURAJ SINGH,CHURU,2024-07-02 21:11:54.018402
70980,BHATINDA JN BARI Express,KAZIPET JN,11:27:00,BHATINDA JN,BARI,2024-11-26 21:11:54.018402
71595,SIKAR JUNCTION JAMNAGAR Shatabdi,Gurgaon CITY,18:43:00,SIKAR JUNCTION,JAMNAGAR,2024-09-15 21:11:54.018402
89833,TIKUNIA CHALISGAON JN Intercity,MIYAGAM KARJAN,18:24:00,TIKUNIA,CHALISGAON JN,2025-01-31 21:11:54.018402
31657,GIRIDIH FIROZPUR CANT Duronto,Sri Ganganagar CITY,09:02:00,GIRIDIH,FIROZPUR CANT,2025-02-14 21:11:54.018402
84546,TELIBANDHA IGATPURI Shatabdi,YESVANTPUR JN,11:08:00,TELIBANDHA,IGATPURI,2024-05-20 21:11:54.018402
24192,SAHARANPUR CHHAPRA Mail,CHIKJAJUR JN,16:48:00,SAHARANPUR,CHHAPRA,2024-07-31 21:11:54.018402
90255,SILCHAR LAL KUAN Passenger,GHAZIABAD,11:27:00,SILCHAR,LAL KUAN,2024-06-21 21:11:54.018402
71717,MALDA TOWN SONARPUR JUNCTION Express,MUMBAI DADAR CENTRAL,00:29:00,MALDA TOWN,SONARPUR JUNCTION,2024-10-01 21:11:54.018402
83396,Ahmedabad TERMINUS KARJAT Rajdhani,FORBESGANJ,21:09:00,Ahmedabad TERMINUS,KARJAT,2025-02-18 21:11:54.018402
36168,PATIALA JAJPUR KEONJHAR ROAD Mail,GONDIA JN,11:31:00,PATIALA,JAJPUR KEONJHAR ROAD,2024-12-31 21:11:54.018402
19131,Mangalore TERMINUS Mau JN Passenger,KATPADI JN,16:49:00,Mangalore TERMINUS,Mau JN,2025-01-06 21:11:54.019403
